Sipariş_Kodu,Blok_ID,Blok_Tipi,Tedarikçi_Firma,Teslimat_Yeri,Ağırlık_Ton,İstasyon,Uygulayıcı_Ekip,Planlanan_Adam_Saat,Gerçekleşen_Adam_Saat,Planlanan_Maliyet_USD,Gerçekleşen_Maliyet_USD,NDT_Sonucu,Planlanan_Başlangıç,Planlanan_Bitiş,Gerçekleşen_Başlangıç,Gerçekleşen_Bitiş,Gecikme_Süresi_Gün,Gecikme_Nedeni,Durum,Tamamlanma_Yüzdesi
NB-502 (Römorkör),BLK-182,Gövde,ThyssenKrupp,Kuru Havuz B,140,Boyama,Taşeron - Omega,270,270,138600,138600,Muaf,2026-02-07,2026-02-22,2026-02-07,2026-02-22,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-182,Gövde,ThyssenKrupp,Kuru Havuz B,140,Donatım,Dahili Ekip,154,154,131320,131320,Muaf,2026-02-23,2026-03-09,2026-02-23,2026-03-09,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-183,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,63,Kesim,Taşeron - Beta,77,77,26019,26019,Muaf,2025-10-21,2025-10-28,2025-10-21,2025-10-28,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-183,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,63,Ön Montaj,Taşeron - Beta,216,316,54432,65002,Geçti,2025-10-29,2025-11-10,2025-10-29,2025-11-20,10,Hava Muhalefeti,Tamamlandı,100
NB-503 (Kuru Yük),BLK-183,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,63,Montaj,Taşeron - Omega,176,176,42966,42966,Geçti,2025-11-22,2025-12-03,2025-11-22,2025-12-03,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-183,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,63,Kaynak,Dahili Ekip,273,273,45864,45864,Geçti,2025-12-04,2025-12-17,2025-12-04,2025-12-17,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-183,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,63,Boyama,Dahili Ekip,323,383,61047,67019,Muaf,2025-12-19,2026-01-05,2025-12-19,2026-01-09,4,İşgücü Yetersizliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-183,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,63,Donatım,Taşeron - Alfa,252,252,43092,43092,Muaf,2026-01-11,2026-01-23,2026-01-11,2026-01-23,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-184,Tank,Kardemir,Kuru Havuz B,59,Kesim,Taşeron - Beta,132,204,24780,30594,Geçti,2025-12-22,2025-12-28,2025-12-22,2026-01-06,9,İşgücü Yetersizliği,Tamamlandı,100
NB-502 (Römorkör),BLK-184,Tank,Kardemir,Kuru Havuz B,59,Ön Montaj,Taşeron - Alfa,80,130,43660,46800,Geçti,2026-01-08,2026-01-18,2026-01-08,2026-01-23,5,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-184,Tank,Kardemir,Kuru Havuz B,59,Montaj,Dahili Ekip,323,323,82954,82954,Geçti,2026-01-25,2026-02-13,2026-01-25,2026-02-13,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-184,Tank,Kardemir,Kuru Havuz B,59,Kaynak,Taşeron - Beta,100,100,38350,38350,Geçti,2026-02-14,2026-02-24,2026-02-14,2026-02-24,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-184,Tank,Kardemir,Kuru Havuz B,59,Boyama,Taşeron - Alfa,285,285,73986,73986,Muaf,2026-02-26,2026-03-17,2026-02-26,2026-03-17,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-184,Tank,Kardemir,Kuru Havuz B,59,Donatım,Dahili Ekip,154,154,33099,33099,Muaf,2026-03-19,2026-03-30,2026-03-19,2026-03-30,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-185,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,86,Kesim,Dahili Ekip,39,39,20382,20382,Muaf,2025-12-17,2025-12-20,2025-12-17,2025-12-20,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-185,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,86,Ön Montaj,Taşeron - Alfa,216,288,72240,81864,Geçti,2025-12-22,2026-01-03,2025-12-22,2026-01-11,8,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-185,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,86,Montaj,Dahili Ekip,198,270,72842,78224,Geçti,2026-01-13,2026-01-24,2026-01-13,2026-02-02,9,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-185,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,86,Kaynak,Dahili Ekip,252,252,53664,53664,Geçti,2026-02-03,2026-02-15,2026-02-03,2026-02-15,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-185,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,86,Boyama,Taşeron - Beta,140,140,61920,61920,Muaf,2026-02-17,2026-02-27,2026-02-17,2026-02-27,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-185,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,86,Donatım,Taşeron - Beta,288,288,77400,77400,Muaf,2026-03-01,2026-03-13,2026-03-01,2026-03-13,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-186,Çift Dip (Double Bottom),SSAB,Kuru Havuz A,81,Kesim,Taşeron - Beta,63,63,13608,13608,Muaf,2025-11-17,2025-11-20,2025-11-17,2025-11-20,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-186,Çift Dip (Double Bottom),SSAB,Kuru Havuz A,81,Ön Montaj,Taşeron - Omega,240,240,75330,75330,Geçti,2025-11-21,2025-12-06,2025-11-21,2025-12-06,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-186,Çift Dip (Double Bottom),SSAB,Kuru Havuz A,81,Montaj,Taşeron - Omega,128,128,95904,95904,Geçti,2025-12-08,2025-12-24,2025-12-08,2025-12-24,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-186,Çift Dip (Double Bottom),SSAB,Kuru Havuz A,81,Kaynak,Taşeron - Omega,154,154,60588,60588,Geçti,2025-12-26,2026-01-06,2025-12-26,2026-01-06,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-186,Çift Dip (Double Bottom),SSAB,Kuru Havuz A,81,Boyama,Taşeron - Beta,225,225,91125,91125,Muaf,2026-01-08,2026-01-23,2026-01-08,2026-01-23,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-186,Çift Dip (Double Bottom),SSAB,Kuru Havuz A,81,Donatım,Dahili Ekip,220,380,62370,74910,Geçti,2026-01-25,2026-02-05,2026-01-25,2026-02-15,10,Malzeme Eksikliği,Tamamlandı,100
NB-502 (Römorkör),BLK-187,Makine Dairesi,SSAB,Açık Saha Donatım,132,Kesim,Taşeron - Alfa,72,136,24552,28656,Geçti,2025-11-05,2025-11-08,2025-11-05,2025-11-16,8,Ekipman/Vinç Arızası,Tamamlandı,100
NB-502 (Römorkör),BLK-187,Makine Dairesi,SSAB,Açık Saha Donatım,132,Ön Montaj,Dahili Ekip,90,140,83160,88235,Geçti,2025-11-18,2025-11-28,2025-11-18,2025-12-03,5,İşgücü Yetersizliği,Tamamlandı,100
NB-502 (Römorkör),BLK-187,Makine Dairesi,SSAB,Açık Saha Donatım,132,Montaj,Dahili Ekip,322,322,121968,121968,Geçti,2025-12-05,2025-12-19,2025-12-05,2025-12-19,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-187,Makine Dairesi,SSAB,Açık Saha Donatım,132,Kaynak,Taşeron - Omega,210,210,110880,110880,Geçti,2025-12-20,2026-01-03,2025-12-20,2026-01-03,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-187,Makine Dairesi,SSAB,Açık Saha Donatım,132,Boyama,Taşeron - Alfa,240,240,114048,114048,Muaf,2026-01-04,2026-01-16,2026-01-04,2026-01-16,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-187,Makine Dairesi,SSAB,Açık Saha Donatım,132,Donatım,Taşeron - Omega,285,373,200640,206424,Geçti,2026-01-18,2026-02-06,2026-01-18,2026-02-14,8,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-188,Makine Dairesi,SSAB,Kuru Havuz A,56,Kesim,Dahili Ekip,70,70,19880,19880,Muaf,2025-11-13,2025-11-18,2025-11-13,2025-11-18,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-188,Makine Dairesi,SSAB,Kuru Havuz A,56,Ön Montaj,Taşeron - Alfa,315,363,58800,61836,Geçti,2025-11-19,2025-12-04,2025-11-19,2025-12-08,4,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-188,Makine Dairesi,SSAB,Kuru Havuz A,56,Montaj,Taşeron - Omega,240,240,58240,58240,Geçti,2025-12-10,2025-12-26,2025-12-10,2025-12-26,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-188,Makine Dairesi,SSAB,Kuru Havuz A,56,Kaynak,Taşeron - Omega,230,350,35280,39480,Geçti,2025-12-27,2026-01-06,2025-12-27,2026-01-14,8,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-188,Makine Dairesi,SSAB,Kuru Havuz A,56,Boyama,Taşeron - Beta,210,210,64680,64680,Muaf,2026-01-16,2026-01-31,2026-01-16,2026-01-31,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-188,Makine Dairesi,SSAB,Kuru Havuz A,56,Donatım,Taşeron - Beta,360,360,61488,61488,Muaf,2026-02-01,2026-02-19,2026-02-01,2026-02-19,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-189,Gövde,Erdemir,Kızak 2,114,Kesim,Taşeron - Omega,138,138,53352,53352,Muaf,2025-12-23,2025-12-29,2025-12-23,2025-12-29,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-189,Gövde,Erdemir,Kızak 2,114,Ön Montaj,Taşeron - Beta,320,320,142272,142272,Geçti,2025-12-30,2026-01-15,2025-12-30,2026-01-15,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-189,Gövde,Erdemir,Kızak 2,114,Montaj,Taşeron - Alfa,272,272,131784,131784,Geçti,2026-01-16,2026-02-02,2026-01-16,2026-02-02,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-189,Gövde,Erdemir,Kızak 2,114,Kaynak,Taşeron - Omega,64,64,57456,57456,Geçti,2026-02-04,2026-02-12,2026-02-04,2026-02-12,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-189,Gövde,Erdemir,Kızak 2,114,Boyama,Taşeron - Alfa,300,340,106020,111980,Muaf,2026-02-14,2026-03-01,2026-02-14,2026-03-06,5,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-189,Gövde,Erdemir,Kızak 2,114,Donatım,Taşeron - Beta,286,286,97812,97812,Muaf,2026-03-08,2026-03-21,2026-03-08,2026-03-21,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-190,Makine Dairesi,Kardemir,Kızak 1,167,Kesim,Taşeron - Omega,90,90,76152,76152,Muaf,2025-10-30,2025-11-05,2025-10-30,2025-11-05,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-190,Makine Dairesi,Kardemir,Kızak 1,167,Ön Montaj,Taşeron - Omega,126,126,133266,133266,Geçti,2025-11-07,2025-11-21,2025-11-07,2025-11-21,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-190,Makine Dairesi,Kardemir,Kızak 1,167,Montaj,Dahili Ekip,391,479,147628,163314,Geçti,2025-11-22,2025-12-09,2025-11-22,2025-12-20,11,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-190,Makine Dairesi,Kardemir,Kızak 1,167,Kaynak,Dahili Ekip,238,238,133266,133266,Geçti,2025-12-21,2026-01-04,2025-12-21,2026-01-04,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-190,Makine Dairesi,Kardemir,Kızak 1,167,Boyama,Dahili Ekip,320,416,213760,217582,Muaf,2026-01-06,2026-01-26,2026-01-06,2026-02-01,6,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-190,Makine Dairesi,Kardemir,Kızak 1,167,Donatım,Taşeron - Alfa,220,304,146960,151909,Geçti,2026-02-03,2026-02-14,2026-02-03,2026-02-21,7,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-191,Makine Dairesi,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,75,Kesim,Taşeron - Alfa,154,154,33075,33075,Muaf,2025-11-12,2025-11-19,2025-11-12,2025-11-19,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-191,Makine Dairesi,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,75,Ön Montaj,Dahili Ekip,264,312,57750,63598,Geçti,2025-11-20,2025-12-01,2025-11-20,2025-12-05,4,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-191,Makine Dairesi,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,75,Montaj,Dahili Ekip,99,162,48675,58944,Geçti,2025-12-06,2025-12-17,2025-12-06,2025-12-24,7,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-191,Makine Dairesi,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,75,Kaynak,Taşeron - Alfa,216,271,59400,66480,Geçti,2025-12-25,2026-01-06,2025-12-25,2026-01-11,5,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-191,Makine Dairesi,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,75,Boyama,Taşeron - Beta,192,232,69600,71648,Muaf,2026-01-12,2026-01-28,2026-01-12,2026-02-01,4,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-191,Makine Dairesi,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,75,Donatım,Taşeron - Beta,126,190,61950,66150,Geçti,2026-02-03,2026-02-17,2026-02-03,2026-02-21,4,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-192,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,117,Kesim,Taşeron - Alfa,161,161,59787,59787,Muaf,2025-11-25,2025-12-02,2025-11-25,2025-12-02,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-192,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,117,Ön Montaj,Taşeron - Omega,320,441,135720,145741,Geçti,2025-12-04,2025-12-24,2025-12-04,2026-01-04,11,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-192,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,117,Montaj,Dahili Ekip,196,328,114660,128201,Geçti,2026-01-06,2026-01-20,2026-01-06,2026-01-31,11,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-192,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,117,Kaynak,Dahili Ekip,176,176,100386,100386,Geçti,2026-02-01,2026-02-12,2026-02-01,2026-02-12,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-192,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,117,Boyama,Taşeron - Omega,100,100,86580,86580,Muaf,2026-02-14,2026-02-24,2026-02-14,2026-02-24,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-192,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,117,Donatım,Dahili Ekip,420,420,159120,159120,Muaf,2026-02-26,2026-03-18,2026-02-26,2026-03-18,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-193,Çift Dip (Double Bottom),ThyssenKrupp,Kızak 2,60,Kesim,Taşeron - Omega,138,202,22320,27840,Geçti,2025-11-13,2025-11-19,2025-11-13,2025-11-23,4,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-193,Çift Dip (Double Bottom),ThyssenKrupp,Kızak 2,60,Ön Montaj,Dahili Ekip,288,420,63720,77547,Kaldı - Yeniden İşlem,2025-11-25,2025-12-13,2025-11-25,2025-12-24,11,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-193,Çift Dip (Double Bottom),ThyssenKrupp,Kızak 2,60,Montaj,Taşeron - Omega,255,325,74460,79445,Geçti,2025-12-25,2026-01-11,2025-12-25,2026-01-16,5,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-193,Çift Dip (Double Bottom),ThyssenKrupp,Kızak 2,60,Kaynak,Taşeron - Alfa,99,99,42120,42120,Geçti,2026-01-18,2026-01-27,2026-01-18,2026-01-27,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-193,Çift Dip (Double Bottom),ThyssenKrupp,Kızak 2,60,Boyama,Taşeron - Beta,315,315,60300,60300,Muaf,2026-01-29,2026-02-13,2026-01-29,2026-02-13,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-193,Çift Dip (Double Bottom),ThyssenKrupp,Kızak 2,60,Donatım,Taşeron - Beta,168,168,48720,48720,Muaf,2026-02-15,2026-03-01,2026-02-15,2026-03-01,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-194,Gövde,Kardemir,Kuru Havuz B,89,Kesim,Dahili Ekip,27,111,16287,22370,Geçti,2025-10-18,2025-10-21,2025-10-18,2025-10-28,7,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-194,Gövde,Kardemir,Kuru Havuz B,89,Ön Montaj,Taşeron - Alfa,208,373,82592,97629,Geçti,2025-10-29,2025-11-14,2025-10-29,2025-11-25,11,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-194,Gövde,Kardemir,Kuru Havuz B,89,Montaj,Taşeron - Omega,285,345,85440,93576,Geçti,2025-11-27,2025-12-12,2025-11-27,2025-12-18,6,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-194,Gövde,Kardemir,Kuru Havuz B,89,Kaynak,Taşeron - Alfa,240,328,66216,75384,Kaldı - Yeniden İşlem,2025-12-19,2025-12-31,2025-12-19,2026-01-08,8,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-194,Gövde,Kardemir,Kuru Havuz B,89,Boyama,Taşeron - Omega,120,120,69420,69420,Muaf,2026-01-10,2026-01-20,2026-01-10,2026-01-20,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-194,Gövde,Kardemir,Kuru Havuz B,89,Donatım,Dahili Ekip,288,288,96120,96120,Muaf,2026-01-21,2026-02-08,2026-01-21,2026-02-08,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-195,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,114,Kesim,Taşeron - Omega,60,132,20862,33993,Geçti,2025-12-19,2025-12-22,2025-12-19,2025-12-31,9,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-195,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,114,Ön Montaj,Taşeron - Omega,221,221,110466,110466,Geçti,2026-01-01,2026-01-18,2026-01-01,2026-01-18,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-195,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,114,Montaj,Taşeron - Omega,280,280,119700,119700,Geçti,2026-01-20,2026-02-03,2026-01-20,2026-02-03,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-195,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,114,Kaynak,Dahili Ekip,144,248,71820,82964,Kaldı - Yeniden İşlem,2026-02-04,2026-02-13,2026-02-04,2026-02-21,8,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-195,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,114,Boyama,Taşeron - Alfa,256,256,107616,107616,Muaf,2026-02-22,2026-03-10,2026-02-22,2026-03-10,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-195,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,114,Donatım,Taşeron - Alfa,384,414,107616,110438,Geçti,2026-03-12,2026-03-28,2026-03-12,2026-03-30,2,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-196,Üst Bina,ThyssenKrupp,Kızak 2,74,Kesim,Taşeron - Beta,54,54,12876,12876,Muaf,2025-10-14,2025-10-17,2025-10-14,2025-10-17,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-196,Üst Bina,ThyssenKrupp,Kızak 2,74,Ön Montaj,Dahili Ekip,270,314,58830,61494,Geçti,2025-10-19,2025-11-03,2025-10-19,2025-11-07,4,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-196,Üst Bina,ThyssenKrupp,Kızak 2,74,Montaj,Dahili Ekip,342,342,106560,106560,Geçti,2025-11-09,2025-11-27,2025-11-09,2025-11-27,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-196,Üst Bina,ThyssenKrupp,Kızak 2,74,Kaynak,Taşeron - Beta,176,208,58608,62584,Kaldı - Yeniden İşlem,2025-11-28,2025-12-09,2025-11-28,2025-12-13,4,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-196,Üst Bina,ThyssenKrupp,Kızak 2,74,Boyama,Dahili Ekip,352,352,62752,62752,Muaf,2025-12-14,2025-12-30,2025-12-14,2025-12-30,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-196,Üst Bina,ThyssenKrupp,Kızak 2,74,Donatım,Taşeron - Alfa,336,336,78144,78144,Muaf,2026-01-01,2026-01-17,2026-01-01,2026-01-17,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-197,Tank,Kardemir,Kızak 2,118,Kesim,Dahili Ekip,161,161,54516,54516,Muaf,2025-11-21,2025-11-28,2025-11-21,2025-11-28,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-197,Tank,Kardemir,Kızak 2,118,Ön Montaj,Taşeron - Alfa,171,279,125552,130223,Geçti,2025-11-29,2025-12-18,2025-11-29,2025-12-27,9,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-197,Tank,Kardemir,Kızak 2,118,Montaj,Taşeron - Beta,190,190,71980,71980,Geçti,2025-12-29,2026-01-08,2025-12-29,2026-01-08,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-197,Tank,Kardemir,Kızak 2,118,Kaynak,Dahili Ekip,210,210,115640,115640,Geçti,2026-01-09,2026-01-23,2026-01-09,2026-01-23,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-197,Tank,Kardemir,Kızak 2,118,Boyama,Taşeron - Omega,156,178,81302,82628,Muaf,2026-01-24,2026-02-06,2026-01-24,2026-02-08,2,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-197,Tank,Kardemir,Kızak 2,118,Donatım,Taşeron - Beta,396,396,169920,169920,Muaf,2026-02-10,2026-02-28,2026-02-10,2026-02-28,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-198,Gövde,Erdemir,Açık Saha Donatım,144,Kesim,Taşeron - Beta,60,60,44064,44064,Muaf,2025-12-26,2026-01-01,2025-12-26,2026-01-01,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-198,Gövde,Erdemir,Açık Saha Donatım,144,Ön Montaj,Taşeron - Alfa,280,280,158400,158400,Geçti,2026-01-02,2026-01-22,2026-01-02,2026-01-22,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-198,Gövde,Erdemir,Açık Saha Donatım,144,Montaj,Taşeron - Alfa,228,228,183312,183312,Geçti,2026-01-23,2026-02-11,2026-01-23,2026-02-11,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-198,Gövde,Erdemir,Açık Saha Donatım,144,Kaynak,Taşeron - Alfa,144,284,71280,76440,Geçti,2026-02-13,2026-02-22,2026-02-13,2026-03-04,10,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-198,Gövde,Erdemir,Açık Saha Donatım,144,Boyama,Taşeron - Alfa,231,231,107712,107712,Muaf,2026-03-05,2026-03-16,2026-03-05,2026-03-16,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-198,Gövde,Erdemir,Açık Saha Donatım,144,Donatım,Dahili Ekip,230,422,105120,116532,Geçti,2026-03-18,2026-03-28,2026-03-18,2026-04-09,12,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-199,Çift Dip (Double Bottom),SSAB,Kızak 2,41,Kesim,Taşeron - Omega,112,112,16933,16933,Muaf,2025-11-07,2025-11-14,2025-11-07,2025-11-14,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-199,Çift Dip (Double Bottom),SSAB,Kızak 2,41,Ön Montaj,Taşeron - Beta,144,144,35424,35424,Geçti,2025-11-15,2025-11-27,2025-11-15,2025-11-27,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-199,Çift Dip (Double Bottom),SSAB,Kızak 2,41,Montaj,Taşeron - Alfa,238,370,30422,39782,Geçti,2025-11-29,2025-12-13,2025-11-29,2025-12-25,12,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-199,Çift Dip (Double Bottom),SSAB,Kızak 2,41,Kaynak,Taşeron - Alfa,190,190,26240,26240,Geçti,2025-12-26,2026-01-05,2025-12-26,2026-01-05,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-199,Çift Dip (Double Bottom),SSAB,Kızak 2,41,Boyama,Dahili Ekip,136,136,50184,50184,Muaf,2026-01-06,2026-01-23,2026-01-06,2026-01-23,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-199,Çift Dip (Double Bottom),SSAB,Kızak 2,41,Donatım,Taşeron - Alfa,204,204,29520,29520,Muaf,2026-01-24,2026-02-05,2026-01-24,2026-02-05,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-200,Çift Dip (Double Bottom),Erdemir,Kuru Havuz A,46,Kesim,Dahili Ekip,60,60,10074,10074,Muaf,2025-10-23,2025-10-26,2025-10-23,2025-10-26,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-200,Çift Dip (Double Bottom),Erdemir,Kuru Havuz A,46,Ön Montaj,Taşeron - Omega,117,117,30498,30498,Geçti,2025-10-28,2025-11-10,2025-10-28,2025-11-10,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-200,Çift Dip (Double Bottom),Erdemir,Kuru Havuz A,46,Montaj,Taşeron - Omega,437,437,48944,48944,Geçti,2025-11-12,2025-12-01,2025-11-12,2025-12-01,0,Yok,Tamamlandı,100
